text,label
ह खप चगल परशन उपसथत कल आह तय बददल आपल अभनदन आमहल आपलय अशययच बतमय पहल आवडतत,0
मग त कय उपटयल बसलय क एडझवय,1
अर मरख क इजजत कढयल लवत तझय मलकच अर सरकर तमचच आह महणत न मग कर न करवई सवतचय नगरसवकचय मलवर लव न शकत कयद क त फकत कगदवर ठवयल कलय तमच लयक कढयल खरच वळ लगत नहर उगच जनतन तमहल मगल भगवर लथ घलन हकलन दल नह,1
घर बसन तर कम करतत बक आपण अस पण हशर आह आपण समज शकतत,0
वधनसभत मझ सहकर शर परशत बब यन वढदवसचय खप खप शभचछ,0
तच कपट जबबदर आहस,1
नतर दन हर परकश पसर अतयत त सजर मथ शदर पझर वरवर दरवकरच तर मझ चतत वर मनरथ पर दखन चत हर गसवसत वसदव कव र तय मरयल समर 9AMQUOTES,0
आण कशल झक मरन हयच तयच धरम आण जत अभयसयच मणसक एक धरम आण दसर नसरगच धरम ह दन नयम सटत नह,1
करन फकत शळ कलज मधयच पसरत इतर ठकण नह कय बकवस लवल रव अगल लस चय नवखल भक पडयच आण वरन नयम पळयच आण तयहन जसत बद करन लकन नहक तरस दययच,0
नयगव हदमत सनम यथन समजक बधलकचय भवनतन महड यथल परगरसतसठ अननधनय व जवनवशयक वसत वहनमरफत रवन करणयत आलय,0
शलर ह महरषटरच रहवस नह क अर बलक मरठत बल क धड भरल क तल ज क हद वपरतस,0
IPL चय ऑकशन मधय मबई न शरसत ल टम मधय घयव तयल ह एक chance मळल पहज BCCI न तयचयवर अनयय कल आह,0
आईघलय मझय घरच मरठ ससकत मधय वढल आहत हय नशड सरख नह अजन एक तड आण नव लपवन बलणर छकक असतत तझय गडत दम असल तर 9503800254 मझ नबर फन कर छककय,1
ह 2 खळड भरन कढणर बमरहशमच उणव तमहल कय वटत INDvsWI,0
शहद पलवम सनकचय मतयवर खष हणरय गसवमल पठश घलत हच क तमच दशभकत,0
सलल दणयऱयन यतरण ह परव भचद सगळ आमहलच दययच हत तर तमहल कयल उपटयल नवडन दल असत क,1
आत कह भडखऊ लक बपन रवतचय मतयमध पण रजकरण आणतल मललयचय टळ वरच लण खणयच जन आवड आह आपलयकड लकन,1
बयकन कळतडय महननयपकष शन महटलल चगल मझ बयक लडत शनयच महनत,0
जवह मद गरगटय एकमकवर घसन आगच शध लवत हत तवह कक त आग कश वढल यसठ कडय शधत हत करण कडय करण आग लवण यच आण ककच खप जन सबध आह आण तमचय सरख लळपस पतरकर तवहह ककच चटगर करत हत आण आतह चटगरच करत आहत,1
भडय अगदर जमन सरकर दपतर जम कर दशदरह,1
९ ऑगसट २०१९ सधय५३० व रवदर नटय मदर तसर मजल परभदव मबई २५ क सभषन अल ड गपळ गर अवनश सपरअमय तरडकर आण क ड भलचदर कनग यचय उपसथतत अवशय यव,0
रप बकचय परशनवर ततडन तडग कढणयच कदरय मतर भगवत करडज यच आशवसन धनयवद,0
कत खक मळल असलपलक सतर तयच कमत हतमहणन तर मबई च पलकसतर पद मळवल आज सपरण मबई दशहतवद मदतनस चय हतत बरमत चय सगनमतन सततचय ललसपट दल पह सतत मळलयपसन य मरख चm न कत घटळ भरषटचर आत गनहगर ह फरर करतय,1
अर भखरडय नसकय ज न चनमदध तझयसरखय हरमखरन हकलनच लवल पहज य दशतल सबसड खतस ल चनच धण धतयस,1
नययमरत महदय महरषटरल परणवळ मखयमतर नहआण पलस सचलकच कय घऊन बसलत मवआ फशवसन चवसन,1
ह आपण सरवन मळन परयतन कल तर नककच उतकषट एककरण हईल,0
लघ आकरच बडक शधत आहत बहतक पऊसच वट पहत आहत क,0
सनय चय चरणचटन अन रज पपप मतर परशन करणरयन आमहल शवरय शकव नय आकषप घणर दघह भईसरख चरणचट अन मतर परशक हत आत बल,1
भसनळय कध आल इटल हन,1
आतपण बलपळ असत क भबड परशन महरषटर ससकत खपच खल आह जतक समजन घयल ततक समजत जत म,0
सवळय वठरयच रप सजर Pandharpur पढरपर वठठलमदर परतषठन MarathiNews,0
तयन आत खनगरस लच गवड वटयलत ढगवर लथ घतल क कळल,1
सजय रऊत यचय आरपवर करट समययच पहल उततर महणल Maharashtra,0
बरगड हच करणर ह नच सरकर जईल त सदन,1
कहह कय अर कलयर गरऊडल टच झलल बल,0
शभर दनश शरमत मणसच सव करणयसठ सपरण दश झटतय कय दशभकत आह सदरभ independence day वगर अस सरव भरतयन सवततर दनचय मगल सदचछ जय भरत जय सवधन जय भम,0
मसतर हरदक अभनदन चगलच हईल,0
एक भकर तर अस आह ज गध परवरच चटन घरकबड बसन आह बपचय समरथकल हजड बनवल तय बददल बल मडम,1
फडणवसन हतभर लगव महणन आमदरक ल झक मरन य लचरन मत दल यर खप रग यत आत ह यवन बसल महरषटर चय बकड,1
२ छ शवज महरज रण परतप सभषचदर बस नहर गध यचयवषय जणनबजन अपपरचर चकचय गषट परसरत कलय जत आहत ३ शत कयद रदद करणयसठ आदलनत सहभग असललय शतकऱयवर हलल कल जत आहत,0
हरम पकसतनय गडसचच औलद आह औरगयच नह,1
असच आमहल हरभऱयचय झडवरन चढवन तमह आब खत जव,0
वनखड च गट जम कलय नवब मलकन गसव भडव धवत फरतय यगचय गडत लपयल,1
एक अड आण दन कळ कम आह शवटचय रगत कबडच कणत अवयव कम आह क चक करन घय उततर,0
मरख कक त सवतचय सनल तरस दल हत आण आत जगल उपदश दत आह त नलयक आह,1
दय रव सडन मग बघ सरकर कस झक मरन staff भरत करत क नह त पह,1
whatsapp वरन सभर वठठलच वरकरचलन चलन थकलय रसतयचयच कडल पदपथवर झपलय पयत नह चपपल तयचय हजल मतर वमन आह करण आपलय हदसथनत सरव धरम समन आहत बलपळ झल बलच तबयत मसत आह वसबरसल सवतस धन धनयसव सवसथ आह,0
तरपरमधय डव व कगरस करत असललय तषटकरणचय रजकरणल बरकभजपचय वकसवर जनतच शककमरतब,0
Solapur Crime उजन धरणत हडतन फरणयसठ गललय मबईचय पहणयसह मचछमरच बडन मतय Solapur DrownDeath Fisherman Youth UjaniDam,0
तयल एवढ बप आहत क कणच आडनव लव कळत नसलएक बपच आडनव लवल क दसर नरज,1
महतरयन मसत पचच जवल,1
एकगरत अचकत शररक तदरसत य आण अश ववध कशलयच मलफ असणऱय मललखब य अससल भरतय खळत ददपयमन यश मळवणऱय कमर हमन_परब यन आपलय जददचय आण महनतचय जरवर परतषठचय अरजन_परसकरवर आपल नव करल १२,0
आत असलय नपसक अवलद कहह बलतल आण आमह त ऐकन घऊ क उततर दय,1
भचद ढगण कस लपवतत,1
ओमकरन घतक ठर शकत लकषण दसतच वदयकय सलल घयव,0
चतगर कर,1
बघ तन तमच आदरश घययल पहज हत तमहल कणल तर डककर महटलयवर रग आल न,1
दर पऊन लवहर सडलल बवड शहरखल कस रहव ह शकतय,1
अर गलब परसदध सठ कणवर टक करतस यच तर भन आह क र लककय,1
एकदम झकस मस खणयच मनसकत आनद लटतय,0
सजय रऊत अर रतळय त अबदल सततर कगरसमधन घतल आहस तह बलघवडच आह न,1
महरषटरतल नगर पचयतचय नवडणकत महवकस आघडचय उमदवरन जसतत जसत जगवर आपलय वजयच ठस उमटवल आह ह अतशय आनदच आण अभमनच बब आह यच शरय नषठवत करयकरत आण मतदर बधभगनन जतमनपसन आभरवजय उमदवरच अभनदन आण शभचछ,0
रजय सरकर च मसक इडसटर मध कमशन चल हणर वटत वर चतय बनवयच कम आह मसक न अस कणतय परकर च सवसरकषण हणर आह ज रमल न नह हणर बनडक,1
परव वदरभ गदयभडर नवगव बध रषटरय उदयनचय रखडललय वकस कमन गत दत परयटनल चलन दणयत यवपर शलप बडख,0
गरदललय त आण तझ जवई य सरव गषटमधय एकसपरट आहत महणन एनसब पकष तमह दघन जसत कळत हच महणयच आह क तल बललय,1
जहरतत खरखर वघ वपरलयन Gucci च झल गच जणन घय सपरण परकरण GucciTiger Gucci Trending,0
त फकत अशच रतरभर तझ गड खजवन खजवन वचर करत बस क ह नकक आह तर कण जयल आपल इतक detail महत आह त,1
वयपऱयन कळज घय करन परत वढतय वसल सठ लळ पगळ कह कर शकत,0
२२ ल टळक समरक थब रजवड सव सवरकर कठड परयटनदषटय अवकसत २३ बचतगटन रजगर नह २४ परकग वयवसथ नह २५ ठकदर असलल नत २६ अनधकत बधकमच मबलकत २७ रहगयच अनधकत वसतसथन,1
Farmers Protest म सरकरल घबरत नह 600 शतकऱयच बळ सरकरन शतकऱयच मफ मगव रजयपल मलक FarmersProtest FarmLaws,0
जलहयच नतकरवरच मनदडआमच दवत आदरणय आमदर पएन पटलसहब यच चरजवकलहपर जलह परषदच अधयकष_म_रहल_प_पटल_भय यन वढदवसचय मनपरवक शभचछ,0
आगम 3 दवस चलच रहणर कडकयच थड दललउततरपरदशसह य रजयच समवश,0
कवशलड कवहकसननतर आत ह सवदश लस १८ वरषवरल लकन कदर सरकरकडन मफत मळणर जणन घय लसच ४ महततवच फयद CoronaVaccine India,0
भट तझय गडत सकट नघ टकलय,1
बद चय नवखल गरब फळवलयच सफरचदच गड लटणर पठमगट टळ,1
सदगर अजन परकष घतहत ह मतर खर,0
अभवप दवर आज वदयपठ सधरण कयदयचय वरधत रतनगर तहसलदर करयलयचय बहर धरण आदलन करणयत आल धरण आदलन कलयनतर रतनगरच तहसलदर शशकत जधव यन वदयपठ सधरण कयद मग घणयत यव यसठ नवदन दणयत आल NoPoliticsInUniversity,0
चळवळतल करयकरत एकमकन तर जय भम महणतच असत पण एखद करयकरत थट ड आबडकरन सदध जय भम महणत अस repost,0
बप र गजरतमधय 2 हजर कटच डरगस जपत भरतय नदलच मठ करवई gujrat,0
यत वदच परशन यतच कठ आमह आमचय धरमबददल बलतय आमह आमच हद धरम पलन करणरच तमह सगळ बटग अवलद तयमळ तमहल सवधरमबददल हद धरमबददल आसथ असण अशकयच,1
वरषचय ममत बनरजचय रजवटत टकन रहल ह एक मठ उपलबध आह बगलदशत आपलय सनयशवर परणघतक हलल हऊनह सवच वरत सर ठवण ह कहवळ सदगण वकत वट शकत मतर तरह रमकषण मशन तथ टकन आह ह कतकसपद बब आह अरथत य दढत मगच,0
अर हमय मग Zt कशल लहल वहय र झट आध आपल कश नट घलयच बजरव पढ,1
मणसल फकट गललय वळच कमत तवहच कळत जवह फन चरजगल लवन बटण चल करयच रहनच जत,0
शवभजन थळ क करयकरत पनरवसन यजन अतम आठवड परसतव वधनसभ द 27 डसबर 2021 Maharashtra शवभजनथळ शवभजन,0
झकस कम खतयवरन समयक करत,0
भचद झटभर गरऊड थब आमच बटग यउद KXIPvMI Ipl,1
Bail वर बहर आल नवब सहब खटरडय बतमय दलय तर करवई हणरच न सहब,1
करपट वचलत हणयसठ बतमच आवज आण मम कइन च कल जतत आवजन वचलत हऊ नक,0
मबईपण डककन एकसपरस कचच डब वसटडम शवटच डब आण शवटपण मठ कच तयमळ मगचय इजनत बसलयवर कस दसत असल त अनभवत यत करजतल जद इजन मगन गडल जडल जत त दशय करजततलणवळ मग जदच इजनच असत,0
लचर मवआ चय बटगय दतड पळव गलमन जब वचरणयसठ आत तर बहर नघ,1
तझयसरखयन म चडडत ठऊन फरत नघ झकणझललय सवतच नव टकयल लजत आण दसऱयन बलत,1
तरह भजपच दशतल सगळयत शरमत पकष,0
मसलम सगळकड आहत पण दलल महरषटर मधय ज फलत लड झल तस झल नहत लक डऊन सठ,1
आहत न त गददर जस मग तमचय Bjp IT सल च बजरग दल च पदधकर पकडल गल हत ISI ल महत परवणयसठ आण पलवमत RDX घस दणर कणत गददर हत कय महत,0
पलवम मधय RDX कठन आल त सग आदगर,0
थळय घटय वजवन गल क करन दव लवन गल क कटयवध लक बरजगर झलत तयच कय दशत परपरसथत गभर आह तयच कय चन उरवर यऊन बसलय तयच कय रलवकड पगर दययल पस नह तयच कय कमच बल ह ह हद मसलम फलत बलण बस कर आत नच,1
अर चतय महरषटरच लकसखय जसत आह,1
आण पवरन जग आल शरद पवरन बठक घऊनह सप मटल नह यच अरथ शरद पवरवर एसट कमगरच वशवस नह अस घययच क शरद पवरच नततव तयन मनय नह strike st mva सन SharadPawar Maharashtra MSRTC,0
आपल परतकरशकत परणपण आपलय आहरवरच अवलबन असत तयमळ आपण कय खत यल आरगयचय दषटन महततव आह,0
थड वचल असत तर अश वयफळ बडबड कल नसत हच पचकळ आरप कगरस वल गल ७ वरष करत आहत,1
सहब कणच तळ उचलन सवत वकलपतर घतन जणच नह तर मणच लज वटल पहज सवतचय सवरथसठ सवधनत ढवळढवळ करणयच अधकर तमहल कण दल ह बबसहबच घर अपमवच आह ह 21शतक आह जतपतच धरमच नवह कळच पवल नट ओळख,1
आपलय रजयत तर इटकल पटकल मतर सदध पलसन नचवतत उचल तयन आतच अस सपकर फनवर सगतत बरक पटट पलसन भचद दम असल तर अशय शबदत चलज करतत अस आपण UPवर फकस कर,1
कगनल तझय घर मरठ आल हत क क तझ आई मरठय कड गल हत अस वचरणऱय सतयन आण लडयच चटणऱयन तमह सवतचय आईल वचरन बघ त लडय कड गल हत क क लड घर आल हत त उततर मळन जईल,1
मनस नत शर अमत सहब ठकर यच रयगड नगरत सहरष सवगत पणअलबग जनसपरक करयलय उदघटन दनक११ फबरवर दपर 1 वजत,0
झपरय कसचय ककच भसर च पटरन,1
लणवळयतलय एक सकस रकटच परदफश,0
तझ च मय गल असल हलल करल मनन तझ आग झल र लवडय तझय मय च पचच,1
ततऱय तडपर पणयत आल भमपजन कल पतळयच अनवरन कल नतर ततर कतरय सरख भकयल लगल तयल फकत महरषटर सरकर शवय कहच सचत नवहत जन पणयतल तडवलय रडल जउन दन गललस तड पउन भकल वटत परत झट न नषध सधद कल नह,1
तझ लयक तल कळल लवकरच नकल हद आहस त बळसहब महणल हत क हझड झकतत सनय पढ,1
मन मल तन उजल बगल कपट अग तस त कआ भल तन मन एकह रग य दहयच अरथ अस क बगळ ह रगन तनन गर असल तर तयचय मनत कपट असत मतर कवळ ह रगन तनन आण मनन कळच असत मतर त कणच कपट करत नह अस कबर सगतत,0
यग आण मदल गडवर लथ मरन हकलयच वळ आलय सग तयन हय दशच मलक जनत आह १,1
घटळबज उपजलहधकर परकश आघव पटल नलबत धरर परकरण गनह दखल हणर क,0
सपरण जमत च घणसपद आह,1
मल वटल नवहत एवढ चतय कण अस शकत टप चतय शबद सजयज रऊत यचय शबदकषतन घतल आह,1
हगल चवसन नडल क फडल,1
करज घडग जवरध यथल महवतरणच अधकर इजनअर शतकऱयचय लईन कटलयनतर बल भरणयकरत शतकर बल भरयल गलयस तथल करमचर इजउरमट भषत बलल आण एक एक शतकर य अस महणल यल ततकळ समजवणयत यव,0
खसदर_बरसटर_असदददन_ओवस यचय गडवर झललय गळबरच जहर_नषध LongliveOwaisi,0
तल ह बर कळल र भसडचय आमहल अककल शकवत क,1
अदभत वयकतमततव य परणयच टकवय असततव वघच जगतक वयघर दन InternationalTigerDay,0
म मतचय जगत घसखर करन धगण घलयच वचर करतय करणच गरज नह क वचर मझय मतन न मल फरक पडत तर त त वचणरवर पडव अश अमलगर इचछ आककष भचद दमल अपरय शबदसखयचय टवटरवर परस शबद न सपडण ह मरठच दरदव मरठ,1
सदधरथन सयनवर कल लगक अगन जणर घणरड कमट नटझनस महणल त तर रसतयवरच छपर Sainanehwal siddharth,1
मल झवयल य,1
महरषटरत कठ कठ पऊस पडणयच शकयत आह GulabCyclone,0
मकडमग करनटक सडन इतरन 28 रजयन कय वचयच,1
छ सभज महरज यचय नवन चल असलल बड बद झलच पहज,0
तझय तय खन घन अवलद चय गलम पकष आमह RSS च गलम बरच,1
बडकउडय,0
अब मदरचद त कय पतपरधन आह क कह करयल मदल फकत हलवयल पतपरधन बनवलय क अधभकतच सडक औलद,1
जतन सरख कततर टकर लक तथ परसदध सठ तडफडत आहत परटत तयल पदवयतरकत कवडचह कमत नह सटट करयच हर बनयच नतर मफ तयत यचयच वगवगळय गटरछप टरलग गग पकषत शनय कमत,1
झटक झकस नयज चगल पलल अधकऱयन,0
ह भरट शतकर आतमहतय एसट करमचऱयचय आतमहतय तसच वदयरथ आतमहतय करत आहत तय वरत नह बलणरह असल भरट सरकरचय आण सहबचय तटखलच मजर हऊन बसतत,1
उदय तमह गलबजम मधय गलब शधल,0
अमरवत जलहयत पतपरधन सवअटलबहर वजपय यचय जयतनमतत सशसनदन ववध करयकरम सजर हणर आह AtalBihariVajpayee सशसनदन sushasandin,0
हहह घट भडचद उदधव घरत अड घलतय आदतयच लयक नह अण उडतय एकनथ नबर वन आह पण कमत नह भऊ दवशपपथ घरतल मणस मतरमडळत आहपण हय चटयपप मळ डक फरलत भदचद बरमत अण आईघलय रहल,1
सजय भडखऊ आज कदरल इशर दत हत महण अस त ABP सकळ सकळ भकत हत मदरद,1
सहब यत रजयच कय यगदनइथ कण आदलन कलआपलयलच लज वटयल पहज आपलय रजयच जणकर नतच कदरय कषमतर हत एककळ पण आपलय रजयतच शतकऱयचय आतमहतय जसत आहत बळसहबन दललय वचनल बक जगलत शवसनकल मखयमतरपद दलत,0
जतयह हनदच दश नह सगन तझ औकत दखवलतल रसतयवर कपड फटसतव हणल पहज मदरचद सल,1
खच मर फट यचयकड आमचय दवपकष चयवल मठ चट गजरतयच,1
हच क शवसन हच क तमच वचर य अशय लकच तर चरग कल पहज य अशय लकमळच महरषटर आज बदनम हत चलल आह,1
इथ आपलयल एक समन हरलल सहन हत नहयसलग १२ समनयच हर त लक कस सहन करत असतल,0
कल बअरवल खदल बल खणऱयनल कणचय बपच भत नसत आमच महतर मर परयत महणयच नमतर ह लढ मरठवयतल परतयक परवरच महरषटरतल परतयक बदध च Jai bhim Panthers,1
परणतवल पहचलल सत महणज सगणत रहनह नरगणच सतत अनभत घणर सरवजञन अन सरवशकतमन अस सत पप शरमत सदगर भकतरज महरज ह अश कटतल आहत SundayMotivation,0
सघच ससकर उततम झलत तझयवर आधळय सदष डट मधल दष दर करत यईल सपसफक कम करव लगललवकर हईल त कपय करन अभयत झल क र आण आमहल तमचयसरख बप बदलयच सवय नह आग लग द तय रहल गध आण तयचय पकषल,1
एसट करमचर भट घणर नह पज लवत नलयक डककर घण महरषटरच सलफ फकत मठय लकसबत लटर लचच लफग भरषट डककर रहत पवर,1
दरज आह भगर मतर मळल आहत हय रजयल सधय,1
महभपक चनल यन कठलय तर सदरभत आज शरमत ककट यच परतकरय घतन तयचय ऊललख अभयसक अस कल हत जक सपल,0
कह लकन त chutiya आहत ह prove करयच गरजच नसत त तडवरन ओळखत यतत shame,1
अर यडय कठलय वळ कय बलव त कळत क भकर वचरच लक सल,1
तयचय लफडयत क पडयच मर द तकड,1
वजय शत ह ठकरच जग दसर कणह घऊ शकत नह,0
चल आरथक वरषचय पहलय तमहमधय पकसतनचय पररषटर वयपर वभगल 100 टकक वयपर तटयच समन करव लगल आह pakistan,0
चट मझ प24तस TV 90 मरठ गलय 26 दवसपसन सपरण महरषटरन तमच लयक कय त पहल,1
मद आण हच कह सबध नह य जयन नवडणकत उमदवर मळत नह महणन सनकगरस रषटरवद च उमदवर फडन उमदवर दयव लगत तयचय य बअककल आण भडतर लकन इतरच पकष सपवणयचय गषट कर नय हयत गलय अनकच पकष सपवणयचय नदत,1
असलय बणगयन कण ब पस दत नसतय तयचय बलणयवरन शटतय क तय हशर आह,1
वसट इडज चय सघन बगलदशल 142 धवचय आवहनच बचव करतन तयचय गलदजच यगदन बघ य यगदनचय जरवर वसट इडज न बगलदश च फकत 3 धवन परभव कल भरतच गलदज पकसतन वरदधचय समनयत अश परकरच यगदन न दऊ शकलयन सघ समन हरल,0
नऊ महन वस दवसत कळ बजरत Banana Export कळ रप मरगदरशन via,0
ससवगतम तमच सवगत UPA मधय पढल वटचलस शभचछ चय समरथनत चय ससथनक पढरयनपकष तमह मजबतन उभ आहत सगळ गण तमचय कड जम झल आहत परवरवद सगयसयरच रजकरण भरषटचर नगरगटट कतड आग बढ,0
मरठ_भष_सवरधन_पधरवड मरठ सहतयतल नवडक कलकतच डजटल वचन कटट सहतय सत भग१३ ऐतहसक सहतय महरषटरल छतरपत शवज महरज झशच रण यसरखय शरवर यधयच महत सगणऱय नवडक कथच वचन यटयब वर पह,0
करपट नयतरणच वधयक आणणर सरकर सरव खसग करपटकरनसवर बद घलणर पण,0
मल मल मल उचल र दव मल,0
अतल बवचळकर महणज तच डककर आह ज कल फडणवस सगत हत जयल गटरत कसत करयल आवडत,1
ह मणस टवहवर दसल क मल टवह फडन टकव अस वटत अजन वचर करत मरख सठ मझ नकसन क कर ह नययलयच सनमन करत नह मग महरषटर जनतच कय हत करणर ED न यचयवर पण चकश बसवल पहज,1
रज नवघर न तच कलय ज तयच सहब वरषनवरष करतय जळटप वलयच कबर असत तर पय सड हथ लवयच हमत नसत झल,1
मरठयच इतहस मरठ मणसन अमरठ भषत क महणन पहवम मरठ,0
शसकय कपस खरद सर कर सवभमन शतकर सघटनकडन आदलन,0
कह फयद नह गलम मडळ हयन चकक भजपच करयकरत बलन मकळ झल तर नवल वटन घऊ नय,0
लयकत रह आरम वल जर असलस तर तझ गड मरयच कम नह करणर,1
रजकरणच गनहगरकरण रजयत दहशतवदयश वयवसयक सबध आण अवध रत अवध दर आण सटट गवगव महरषटरच अश अवसथ कधच झल नवहत दवदर फडणवस,0
जगव परकलपचय भसपदनच मबदल शतकऱयन नवन सधरत भसपदन कयदयन मळव यसठ जलहधकर करयलयत ठयय आदलन करतय लख आशवसन दत नह तपरयत आदलन मग घणर नह आदलनत सहभग शतकर बधवसबत परगणतच भजन कल,0
भव जर तझ उठत नसल तर एक उपय आह मल महत हत त नकक वचणर लवडय छटय ललय चय,1
VIDEO धककदयक मबईतल 223 शळ बकयदशर,0
आपल परतकरशकत परणपण आपलय आहरवरच अवलबन असत तयमळ आपण कय खत यल आरगयचय दषटन महततव आह coronavirus health covid food,0
13n MARS Attempts I remind him hisThat thenquotesOnlineLokmatpublished100221 जगल तसऱय महयदधल समर जव लग शकत अस जगतल सरवत शरमत वयकत आण सपसएकसspaceXकपनच मलक एलन मसक ElonMuskयचमहणणआह पण तयआधचमगळगरहवरमनववसततयरझलल असल,0
भडवयन आण भडखऊ नतयन जथलय खटय महतचय आधरवर महरषटर पटवणयच परयतन कलत तथ महपलक नवडणकत ३३४ पक ३२९ जगवर भजप वजय झल,1
कषणकजच गटर हगयल आदय गटरहग पहचलत महण,1
मललय मणसच मउस खणऱयलह शभचछ अश भगर औलद जनमल ययल आईन कय कल असल अशय भगर औलदल mpsc वदयरथयकडन दवळ सठ ग लड,1
जहर नषधहरमखर आह भडवच,1
वशवसघत अजन पण वशवसघत करन सतत मळवणयच अपकष आह आण सवतल रषटरय पकष महणवतत भरतय रषटरय पपप कगरस पकष,1
रयगड म मरठ परतषठन शवजयत 2022 वरष 03 र कलल वव दय वचरन परतसहन दय शवमय वचरच परबधन करन सपरधमधय समल वह टप हय सपरधत रयगड जलह वयतरकत उरवरत महरषटरच सपरधक सहभग हऊ शकतत,0
छन नमकरण कलत दद चपवतहफचडड अभपरत,1
बळसहब ठकरच शवसन रग मझ भगव उदधव ठकरच शवसन रग मझ हरव शवसन उदधवठकर फशवसन,0
मरठ मणस भकल लगल आह तमचय भरतय कमगर सनमळ,0
कल हवमहल च आकशवण वरपरहसन ऐकत हत तयत एक मसत वकय हत म हसस बहत नफरत करत ह ज भ हस करत ह म उस गल मर दत ह मल एकदम सचल मल जतयवद अजबत आवडत नह सगळ बरहमण जतयवद असतत 12pmonwords,1
गलब घवन उभ आह पण,0
कतल मझयकडन मरन घययच आह क ब चतयनद,1
NCB न मलकचय जवयल अटक करन बरच महन झल मतर आरयन खन चय अटक नतर मलक NCB वर रजच आरप करत सटल आहत करज वरल परट मध drug सपलय करणर अण हरबल तबख घऊन फरणर यचह कह हतसबध आहत क,0
आमचय पशदयच झलल अपमन आमह सहण करणर नहकजरवल पसट डलट करहमर बळरजक अपमण ह य ShameOnYouKejrival SambhajiBrigadeMaharashtra,0
पण हय एक नबर ऍडझवय लय बद गडच आह,1
आज परयत महरषटरच नद जयन जयन कल तयच नव इतहसन पण पसन कढल आह गरवच घर कध पण खल असत,0
आत सनल पटल अमत शह यच दरशन घत असलल वहडओ सवतन टकल कबज भजपल अडचणत आणणर,0
करनटक सरकर आण भडवय कननड लकच जहर नषध बळगवमहरषटरच belgavbelongstomaharashtra MHwithMES,1
पकसतन महटल जतय ह सगळ हतय तमचय धरमतल उतरडमळ तमह जवत ठवललय बरमहणशह मळ आमहल तरस हतय तयच तमच धरम आमचयसठ घतक आह त एक दहशतवद वयवसथ आह अस बघ कय जमत क सधरणयसठ,0
च भडव वभव ST करमचऱयचय परतनधचय भवन कय त सगत असतन लगच तयच बलण थबवल सरकर चटय पतरकर च,1
सवतच अपयश झकणयसठ सतत कगरसच वपर करण ह जनत जनरदनल समजल आह मद शठ तयमळ तमच झळ तयर ठव महरषटरदरह_BJP महरषटरदरह_bjp महरषटरदवष_bjp,1
तझय आईल कध झवन जतल कळणर पण नह,1
आज चफयल गलब मळल आह मग चफ कशल बलल तमचयश,0
अस हलकट लकन खप अगदर हकलन दययल पहज हत,1
जर सशल मडयवर शररमच फन फलअरस वढत असतल तर ईरष आमचय महदवल क हईल त तमचय अललहल हईल न आण ह ईरष ह जळफळट तडव मधन दसल न बरबबर दसल,1
नशनल हरलड ममबरशप वरड no9 च बक कगरसच अधयकष शर ज यन सदरकरतन मबई कगरस च जनरल सकरटर शर कमलश शटटखजदर शर ज महसचव शर सदभई चवहण ज सचव रजश नरमल शर कशर मडकर,0
नपळय आध त तझय गवत कढ मग महरषटर च बल,1
महदय सहब भवन पठ यथल जन मटर सटड जवळ कपल palace ससयट मधल शप करमक 4 समर अनक दवसपसन अनधकत गड लईट चय खबल लक करन ठवलल असत ह हतगड कयमसरप समर पडललय लईट चय खबल बधलल असत,0
दन मतशर झल क वयवसय कय हयन एक बधल तर तमचय क पटत दखत बधतय त पतपरधन सठ नतर सडनच दणर आह तस मतशर बबत नह तमह अशय पसट कलय क आपआपच तलन हत मझय सरख समनय मणस आत well informed असत,0
महरषटरतल अश जहद औलदन लवकरच हकलवन लव अश उपरय बडवय औलदच पळमळ खणन कढ,1
मथयवर टळ आण हतत गत बदलतय हदसथनच नद आह पवतर गत हतत घऊन गजरत चय मखयमतर पदच शपथ घतन भपनदर भई पटल,0
कळय घर खयच वद तझ आण नघल तड वर करन लकन कलयलज पळ कम धदयच बघ आध,1
परभणत शतकर सघरष समतच ठयय आदलन Sitin agitation of Parbhani Shetkari Sangharsh Samiti Parbhani News Marathi Live News Updates,0
३ सल बमसल महरषटर यवक कगरस च अधयकष यशसवरतय ३ वरष परण कलयबददल आमच नत दद यच हरदक अभनदनआण पढल वटचलस खप खप शभछय,0
नमक कण चलवत आह नत आहत क झपल क बहरन कण मनज करतय,1
कह लककड २३ वरषत नवसचय इतकय कबडय जमलय क आत तय कबडयसठ सरकर बनवणयच भकत करवच लगतय,1
पलवम हललयत ४० जवन मरल गल तवह मद कय करत हत यच महत घय,0
वचणय पसन दर ठऊन नचणय मधय अडकवतत गधर कड सहरणपर दलल घडवतत आमहच सल भकरचट वसरन जत पट तयच ऐकत बसत दगलत गसत फकटच फसत,1
Tv 9 नयज चनल अण चट पतरकर पवरचय फकललय तकडयवर वर जगणर भडतर,1
तर पण रडक टवट करत इथच थबललय चननई चय पखयसठ मबई करच परतकरय MI IPL2020 IPLFinal,1
नथरम गडस च उदउद करनर धरमससद एखदय वशलय पकष ह छनल वटत मल,1
असल भपकपण बद कल पहज परथम भजपई करदत खनगरस करदत नहतर आणख कण,1
